0,1,2
0.024407526290357015,0.023483490057474885,0.05236979774966714
0.02256664504403641,0.020115405483377796,0.06843148208685822
0.03046300966049987,0.03590026488279882,0.06516132715677639
0.03409647673705141,0.043224780453576986,0.07187985483800152
0.028134401217515502,0.03606773752730585,0.08056595009761547
0.04180910759653033,0.029125006178565453,0.06926611800375909
0.014878476110647064,0.012298384434597,0.10484396772691625
0.025525994552249336,0.019147095963208464,0.035627441302369944
0.027931245535963992,0.0070028876179083635,0.07745868804389902
0.051508074971163144,0.020069825802120005,0.05703467280013041
0.024106630458195357,0.04620637072106219,0.06126205702255075
0.035665477685218126,0.015014834576217159,0.06829965107647108
0.024200693232130806,0.03518097855454921,0.04148258090488766
0.016959950724156785,0.008153808770573187,0.03845227782171541
0.04616401078593646,0.010975480588067348,0.07038387528129049
0.050509933211706014,0.036470871994032435,0.06663391116297956
0.025493052882533923,0.04205288488246804,0.042585688306006605
0.042684881329265394,0.007600655336211565,0.06577593008106844
0.04231408565638194,0.03870401989580381,0.04509227061032647
0.013781512049656787,0.026590353806793126,0.07990078164886817
0.03934387666654599,0.013938845621013026,0.047116369437754366
0.027108689216022823,0.022198496575775307,0.06938264232731803
0.03005405747715493,0.0239282749966191,0.05556105208314584
0.0243434523109201,0.006804046124736562,0.061742334053151555
0.0145769753552202,0.033066965998047614,0.04252253777785124
0.04971191742182169,0.009016046065877772,0.06774620574562422
0.03750912931024761,0.037199456815212265,0.0734201928488789
0.03277165313859015,0.02745771473517437,0.05084219188615961
0.050971352761226905,0.0275760114785803,0.05312013997811471
0.008881398031724053,0.03702044047095483,0.08171872797882887
