0,1,2
0.1784268068294254,0.19093543836611485,0.3704772047804227
0.2270180486644789,0.21394921986656912,0.6514455651152539
0.2330944978503535,0.25980120381143157,0.6992107397945282
0.3712291187808506,0.2843798406027058,0.9906188972421645
0.174974484926113,0.3364862026613124,0.7769569382553222
0.3573872065768498,0.2112236874920126,0.6471064969479512
0.11145795834778083,0.12574582796665823,1.184411639636814
0.1534121767661888,0.13088847384548913,0.24173342560549346
0.2301501871962687,0.05978573012218411,0.6755175614423002
0.4834380820840889,0.1389794361630625,0.5072039240298615
0.1977016849919005,0.3393733598138576,0.4663001486422934
0.4184743472797131,0.174174839272106,0.5400861871974633
0.1528365103787803,0.19108843839650252,0.27287108362892243
0.10199834207997771,0.0710934575786993,0.37097786892273776
0.33657914099756703,0.0821664552185446,0.5911638516461675
0.43135674557857545,0.3899327169327214,1.1242453350641177
0.15632479901868357,0.27582296985054877,0.24477111154439998
0.4881266222344226,0.07183893919899832,0.7409184701820324
0.3143042015146956,0.4141707704959414,0.5379166989607713
0.13237573532292443,0.28374423200886933,0.7185193421827566
0.3168585811695427,0.1752237687124514,0.6415637472613592
0.31010915156391816,0.20835171704073802,0.7071188023268078
0.31887157323605664,0.22681528973731332,0.8337147013030369
0.21676166074970918,0.13446863496950337,0.6023140458732096
0.09094223327040517,0.27696862342204626,0.31258561884707314
0.5459645351843377,0.13434196638385718,0.626999364467
0.34882114110046614,0.2218684502167108,0.5665858381223413
0.3190383200088804,0.4490351731159065,0.5750440839031467
0.34377518251352496,0.23893411670002673,0.48771667005426506
0.06400203420722828,0.23447816317081258,0.7226741131473996
