0,1,2
2.5390492018267525,2.495402271075275,2.8104276671569504
2.5447927892695796,2.5453651320223223,2.78780830456264
2.625501783595955,2.5696101085559295,3.0022785920137527
2.6137818758861795,2.572299498289008,3.2672413716443773
2.5701207025598842,2.618041203661584,3.3020690274791473
2.575850935248835,2.6037478180573297,3.2390641039550467
2.6028890498146144,2.602035285810614,3.217046443646638
2.5758172499848175,2.5362241978422877,2.732585194729442
2.6063722014757165,2.6063722014757165,3.108353078565861
2.6632782384395655,2.5767718643762274,2.942752955556477
2.563981822834835,2.608669836478158,2.786976495912371
2.6727596535888574,2.621727590161062,3.2499128559565262
2.5286414607283167,2.5557736657226027,2.8183478876161616
2.5315375538908196,2.4396039101569107,2.7067052364265813
2.7094875302095556,2.6135603691043885,2.923388348621095
2.7289494007351123,2.6190051529447747,3.30475674201495
2.5463251748173596,2.5576668837847394,2.790130185507784
2.6666659213456567,2.6366953805210427,3.0190143319833704
2.671653330631824,2.619764988046734,2.8869716824943357
2.6041035014547975,2.6076043473664816,3.0533783753030357
2.606295833759912,2.5596627741536664,2.663052733094369
2.63760336878309,2.6299003918148323,2.834454160583578
2.7084214497100203,2.6392909163343465,2.7594033420081048
2.655867379492702,2.5311646146565954,2.759622693601633
2.451498324204783,2.5157630703870497,2.782179851660575
2.724102651435757,2.6389042829484897,3.3125413791721785
2.577631655788889,2.5816139438247703,2.781642463639953
2.634721190663818,2.5649589386609484,2.9210076664008344
2.6594516541057223,2.5805183256773234,2.664315825491399
2.525686928451976,2.59115111147747,3.041178906111858
