0,1,2,3
2.694124170702671,2.7733351846104597,3.144492183446459,2.4934461917117186
2.770093887269314,2.692175760290981,3.0870968230578084,2.4769957832486664
2.6402497020167552,2.72159579671531,3.0317695915559737,2.517731031205176
2.7225100233263637,2.652601220190908,3.0937252613112056,2.449153420783376
2.6974909102967226,2.598878408284523,3.0732876212966613,2.4959566421192254
2.6443682086395954,2.558093330958549,3.0488119761511507,2.534109606928845
2.650859680987152,2.6621875134206103,3.153030125088032,2.5115706887448397
2.721370869087936,2.760853762880265,2.999926723553211,2.50262211509599
2.603980727852721,2.5609835032317196,2.96522837733757,2.540119156487533
2.655351746616059,2.7225619411251065,3.1664356905543736,2.3399504955910397
2.721042649064527,2.615165763975342,2.974610130810311,2.467133791958295
2.7475487275666213,2.7103003606536293,3.1433122396291724,2.5267614999775208
2.7463319590076485,2.651736126401675,3.048879978939442,2.5555643261292413
2.6506320140285116,2.6778671804538092,2.9958545068526687,2.4932395798659597
2.7860133959879096,2.6641179090045677,3.0753520975413373,2.545186955487024
2.6489891958093703,2.667709760144435,3.033979913718837,2.458560389270606
2.724498446854074,2.551170850562266,3.00145013167256,2.530449763891102
2.635258008402365,2.663235003822175,3.113500827641597,2.3616149186098827
2.6673293391711486,2.694275956042044,2.953062419017864,2.504939817515603
2.7160933616171876,2.7000806632390058,3.1580227134354635,2.4004588146892356
2.6691655871409585,2.632161390638756,3.032486390417181,2.3812772899131027
2.593458192800915,2.5398509965852205,3.089454041829392,2.5620661719035587
2.7111462481617545,2.5953250050673713,3.117147604066801,2.558387975769576
2.6840884515717076,2.6232576005701196,3.1258005601665473,2.5835428504029463
2.661329505799321,2.590969415246566,3.008645390293739,2.6041234273888048
