0,1,2,3
0.11761971185429916,0.14187240126730805,0.3674834865298217,0.26842032118173575
0.12860060389229205,0.13150244611180364,0.3985596301806802,0.23026051451913288
0.1529815141567292,0.10305936474526853,0.37006928206083356,0.31421073203187133
0.20078865631462833,0.13125899844563876,0.41592163760503126,0.2113765956856199
0.12840915779282364,0.15476344506168824,0.3565367828301651,0.2526158454890304
0.1075643617431896,0.10115380788800687,0.3597370453372446,0.25575735629542906
0.13495471689991928,0.17789707940060678,0.3801964971661473,0.24176433258235056
0.10534159991570546,0.13090138186580635,0.46734013052860746,0.2451700901834288
0.16298828031464013,0.17170640754853955,0.3597370453372473,0.27171182125916227
0.11930254034737042,0.17461169426066,0.42824543858680486,0.2167037700235987
0.18200305428195965,0.09953906571033225,0.39398518555588136,0.319897505052565
0.1239715636869568,0.16627818154139973,0.3631917755917637,0.1566353381560728
0.13271012560543785,0.11701048937614363,0.37222863402562045,0.21348184305218143
0.15819770017257126,0.10659334684869842,0.45987796095795874,0.27522056442391063
0.16535917561169317,0.04195057567742734,0.4350667215719204,0.15088497555551322
0.12329570799334616,0.15911613282402026,0.3597370453372457,0.28587140739079037
0.13215762966102104,0.13216860887587809,0.48477400458782693,0.18351241578605412
0.16631489300717023,0.17132821483557686,0.39477338152829333,0.2643182338063228
0.10380450061691629,0.12649703888978203,0.36633006328351125,0.3294197711554804
0.14926722618801974,0.14604813342794795,0.39905066946063317,0.19670517334347962
0.17051408372094465,0.15992297166191502,0.37036910694921443,0.2594598660345807
0.10926963458900113,0.23135162911559434,0.40987803105044224,0.32614897574571033
0.16133100832567876,0.15167068368671702,0.36831709701220194,0.2247770489512144
0.16510368784835208,0.08744739837057579,0.36310664441224705,0.12364734020511295
0.13970731160607447,0.14637969720061314,0.3552017101110772,0.23647834246119476
